CustomerSRKey,CustomerKey,CustomerCode,Name,Education,Occupation
7948,17127,28126,"Johnson, Anna",Partial College,Skilled Manual
7949,17128,28127,"Price, Fernando",Partial College,Skilled Manual
7950,17129,28128,"Lee, Jeremiah",High School,Skilled Manual
7951,17132,28131,"Zhu, Todd",Partial College,Professional
7952,17143,28142,"Lin, Willie",High School,Professional
7953,17144,28143,"Gonzalez, Samuel",Partial College,Professional
7954,17145,28144,"Phillips, Noah",Partial College,Professional
7955,17146,28145,"Jones, Brandon",Partial College,Professional
7956,17147,28146,"Washington, Gavin",Graduate Degree,Management
7957,17148,28147,"Black, Omar",Bachelors,Skilled Manual
7958,17149,28148,"Zhao, Jon",Bachelors,Skilled Manual
7959,17150,28149,"Miller, William",Bachelors,Skilled Manual
7960,17151,28150,"Chen, Connor",Bachelors,Skilled Manual
7961,17152,28151,"Walker, Katherine",Bachelors,Professional
7962,17153,28152,"Rivera, Ian",Bachelors,Professional
7963,17155,28154,"Patterson, Katherine",Bachelors,Professional
7964,17156,28155,"Watson, Taylor",Bachelors,Professional
7965,17157,28156,"Hall, Gabrielle",Bachelors,Professional
7966,17159,28158,"Luo, Clarence",Bachelors,Professional
7967,17160,28159,"Yang, Tamara",Bachelors,Professional
7968,17163,28162,"Ward, Bruce",Partial College,Skilled Manual
7969,17164,28163,"Washington, Rachel",Partial College,Skilled Manual
7970,17165,28164,"Coleman, Gabrielle",Partial College,Skilled Manual
7971,17167,28166,"Coleman, Cassidy",High School,Skilled Manual
7972,17168,28167,"Hughes, Samuel",Partial College,Skilled Manual
7973,17169,28168,"Ward, Jacqueline",Partial College,Skilled Manual
7974,17171,28170,"Johnson, Isabella",Partial College,Skilled Manual
7975,17172,28171,"Henderson, Aidan",Partial College,Skilled Manual
7976,17173,28172,"Moore, Charles",Partial College,Skilled Manual
7977,17175,28174,"Subram, Marco",High School,Skilled Manual
7978,17176,28175,"Subram, Clifford",High School,Skilled Manual
7979,17180,28179,"Alvarez, Billy",Partial College,Skilled Manual
7980,17181,28180,"Chander, Jerry",Partial College,Skilled Manual
7981,17182,28181,"Rodriguez, Katherine",Partial College,Skilled Manual
7982,17183,28182,"Turner, Fernando",Partial College,Skilled Manual
7983,17184,28183,"Howard, Nicole",Partial College,Skilled Manual
7984,17185,28184,"Russell, Madison",Partial College,Skilled Manual
7985,17186,28185,"Alexander, Eric",Partial College,Skilled Manual
7986,17187,28186,"Wagner, Jenny",Partial College,Skilled Manual
7987,17188,28187,"Chen, Aaron",Bachelors,Professional
7988,17189,28188,"Price, Kayla",Bachelors,Professional
7989,17191,28190,"Cook, Kimberly",Graduate Degree,Professional
7990,17192,28191,"Long, Mya",Graduate Degree,Professional
7991,17193,28192,"Sanchez, Abigail",Graduate Degree,Professional
7992,17194,28193,"Davis, Taylor",Graduate Degree,Professional
7993,17195,28194,"Garcia, Lydia",Graduate Degree,Professional
7994,17197,28196,"Cox, Timothy",Partial College,Skilled Manual
7995,17200,28199,"Jones, Alyssa",Bachelors,Professional
7996,17201,28200,"Henderson, Morgan",Bachelors,Professional
7997,17222,28221,"Rodriguez, Isabella",High School,Professional
7998,17223,28222,"Lewis, Eduardo",High School,Professional
7999,17224,28223,"Davis, Jessica",High School,Professional
8000,17225,28224,"Henderson, Spencer",Partial College,Professional
8001,17226,28225,"Ross, Robert",Partial College,Professional
8002,17227,28226,"Ramirez, Sebastian",Partial High School,Skilled Manual
8003,17228,28227,"Wang, Caleb",Partial High School,Skilled Manual
8004,17229,28228,"Reed, Gloria",Partial High School,Skilled Manual
8005,17230,28229,"Wilson, Samantha",Partial High School,Skilled Manual
8006,17231,28230,"Morgan, Stephanie",Partial High School,Skilled Manual
8007,17232,28231,"Powell, James",Partial High School,Skilled Manual
8008,17233,28232,"Russell, Gavin",Partial College,Professional
8009,17234,28233,"Richardson, Patrick",Partial College,Professional
8010,17235,28234,"Nelson, Jack",Partial College,Professional
8011,17236,28235,"Rogers, Cole",Bachelors,Management
8012,17237,28236,"Diaz, Isabel",Bachelors,Management
8013,17238,28237,"Foster, Hailey",Bachelors,Management
8014,17239,28238,"Flores, Dalton",Bachelors,Management
8015,17241,28240,"Clark, Eduardo",Partial College,Professional
8016,17242,28241,"King, Charles",Partial College,Professional
8017,17243,28242,"Butler, Madison",Partial College,Professional
8018,17244,28243,"Cook, Marcus",Bachelors,Management
8019,17245,28244,"Davis, Samantha",Bachelors,Management
8020,17247,28246,"Gray, Alexa",Partial College,Professional
8021,17248,28247,"Adams, Jonathan",Partial College,Professional
8022,17250,28249,"Carter, Julia",Partial College,Professional
8023,17251,28250,"Dominguez, Tyrone",Partial College,Professional
8024,17252,28251,"Rubio, Joe",Partial College,Professional
8025,17253,28252,"Murphy, Sydney",Bachelors,Management
8026,17254,28253,"Green, Jeremiah",Bachelors,Management
8027,17256,28255,"Clark, Robert",Partial College,Professional
8028,17257,28256,"Beck, Colin",Partial College,Professional
8029,17258,28257,"Martin, Zachary",Partial College,Professional
8030,17259,28258,"Bryant, Destiny",Bachelors,Management
8031,17260,28259,"Mitchell, Samuel",Bachelors,Management
8032,17263,28262,"Diaz, Destiny",Partial College,Professional
8033,17264,28263,"Lee, Jonathan",Partial College,Professional
8034,17265,28264,"Diaz, Nicole",Partial College,Professional
8035,17266,28265,"Travers, Shirleen",High School,Professional
8036,17267,28266,"Flores, Wyatt",High School,Professional
8037,17268,28267,"Young, Jordan",Partial College,Professional
8038,17269,28268,"Campbell, Jordan",High School,Professional
8039,17270,28269,"Green, Alexandra",Bachelors,Management
8040,17271,28270,"Long, Samuel",High School,Professional
8041,17272,28271,"Gonzalez, Sean",High School,Professional
8042,17274,28273,"Mitchell, Madeline",High School,Professional
8043,17275,28274,"Rodriguez, William",Partial High School,Skilled Manual
8044,17276,28275,"Howard, Ian",Partial High School,Skilled Manual
8045,17277,28276,"Deng, Christy",Partial College,Professional
8046,17278,28277,"Deng, Katrina",Partial College,Professional
8047,17279,28278,"Becker, Jaime",Graduate Degree,Management
8048,17280,28279,"Simmons, Spencer",Graduate Degree,Management
8049,17281,28280,"Powell, Tristan",Graduate Degree,Management
8050,17282,28281,"Cox, Juan",Graduate Degree,Management
8051,17283,28282,"Foster, Cindy",Graduate Degree,Management
8052,17286,28285,"King, Savannah",Partial College,Professional
8053,17287,28286,"Alexander, Destiny",Partial College,Professional
8054,17288,28287,"Bennett, Lauren",Partial College,Professional
8055,17289,28288,"Srini, Marco",Partial College,Professional
8056,17290,28289,"Gonzales, Jack",Partial College,Professional
8057,17292,28291,"Miller, David",Partial High School,Skilled Manual
8058,17294,28293,"Cox, Shelby",Partial High School,Skilled Manual
8059,17295,28294,"Jenkins, Alexis",Partial High School,Skilled Manual
8060,17296,28295,"Collins, Wyatt",Partial High School,Skilled Manual
8061,17297,28296,"Butler, Thomas",Graduate Degree,Management
8062,17298,28297,"Edwards, Gabrielle",Graduate Degree,Management
8063,17299,28298,"Edwards, Maria",Graduate Degree,Management
8064,17300,28299,"Shan, Jonathan",Partial College,Professional
8065,17301,28300,"Bennett, Abigail",High School,Professional
8066,17302,28301,"Long, Jasmine",High School,Professional
8067,17331,28330,"Bailey, Charles",High School,Skilled Manual
8068,17332,28331,"Beck, Colleen",High School,Skilled Manual
8069,17334,28333,"Jimenez, Jaime",High School,Skilled Manual
8070,17335,28334,"Tanara, Marco",High School,Skilled Manual
8071,17336,28335,"Srini, Rebekah",High School,Skilled Manual
8072,17337,28336,"Martin, Edward",High School,Skilled Manual
8073,17338,28337,"Bennett, Melissa",High School,Skilled Manual
8074,17340,28339,"Edwards, Sean",High School,Skilled Manual
8075,17341,28340,"Butler, Lucas",High School,Skilled Manual
8076,17344,28343,"Morgan, Shelby",Partial High School,Clerical
8077,17345,28344,"Zhu, Alvin",Partial High School,Clerical
8078,17346,28345,"Serrano, Diana",High School,Skilled Manual
8079,17348,28347,"Anand, Latoya",High School,Skilled Manual
8080,17356,28355,"James, Carlos",Bachelors,Professional
8081,17357,28356,"Gonzalez, Blake",Bachelors,Skilled Manual
8082,17359,28358,"Powell, Austin",Bachelors,Skilled Manual
8083,17361,28360,"Adams, Isaiah",Bachelors,Skilled Manual
8084,17362,28361,"Wilson, Kayla",Graduate Degree,Professional
8085,17363,28362,"Sanchez, Kaylee",Graduate Degree,Professional
8086,17370,28369,"Moreno, Carolyn",High School,Manual
8087,17375,28374,"Vance, Ruben",Partial High School,Manual
8088,17377,28376,"Chen, Eugene",Bachelors,Clerical
8089,17382,28381,"Tang, Cedric",High School,Manual
8090,17383,28382,"Ortega, Roberto",High School,Manual
8091,17384,28383,"Zhou, Lacey",High School,Manual
8092,17389,28388,"Rowe, Sheila",Partial High School,Manual
8093,17397,28396,"Munoz, Rebekah",Bachelors,Professional
8094,17401,28400,"Anand, Cedric",Partial College,Clerical
8095,17405,28404,"Raman, Whitney",Partial College,Clerical
8096,17406,28405,"Malhotra, Erick",Bachelors,Skilled Manual
8097,17410,28409,"Rai, Bonnie",High School,Manual
8098,17422,28421,"Gonzalez, Monica",Partial College,Clerical
8099,17424,28423,"Ortega, Victor",Partial College,Clerical
8100,17431,28430,"Suarez, Armando",Partial High School,Manual
8101,17433,28432,"Carlson, Bruce",High School,Manual
8102,17435,28434,"Lauer, Brian",Partial College,Clerical
8103,17436,28435,"Liu, Edwin",Partial College,Clerical
8104,17446,28445,"She, Shaun",Partial College,Clerical
8105,17451,28450,"Martin, Nelson",Bachelors,Manual
8106,17454,28453,"Lin, Valerie",Bachelors,Manual
8107,17455,28454,"Simpson, Shawna",Bachelors,Manual
8108,17456,28455,"Sara, Raymond",Bachelors,Manual
8109,17462,28461,"Dominguez, Joe",Partial College,Manual
8110,17466,28465,"Serrano, Wendy",Bachelors,Clerical
8111,17468,28467,"Tang, Tasha",Partial College,Manual
8112,17473,28472,"Ramos, Kellie",Bachelors,Clerical
8113,17490,28489,"Zhu, Jeffery",Partial College,Manual
8114,17491,28490,"Ramos, Krista",Partial College,Manual
8115,17494,28493,"Wilson, Morgan",Graduate Degree,Clerical
8116,17495,28494,"Martinez, Ross",Graduate Degree,Clerical
8117,17498,28497,"Yang, Alvin",Partial College,Manual
8118,17500,28499,"Srini, Lydia",Partial College,Manual
8119,17501,28500,"Gonzalez, Jermaine",Partial College,Manual
8120,17502,28501,"Perez, Gerald",Partial College,Manual
8121,17503,28502,"Jordan, Dominique",Partial College,Manual
8122,17506,28505,"Xie, Barbara",Graduate Degree,Clerical
8123,17508,28507,"Suri, Deanna",Bachelors,Clerical
8124,17510,28509,"Diaz, Audrey",Bachelors,Clerical
8125,17514,28513,"Fernandez, Molly",Partial College,Manual
8126,17519,28518,"Sanchez, Tammy",Bachelors,Clerical
8127,17522,28521,"Tang, Bradley",Graduate Degree,Clerical
8128,17523,28522,"Ma, Rosa",Graduate Degree,Skilled Manual
8129,17529,28528,"Chande, Tasha",Partial College,Manual
8130,17532,28531,"Reed, Jared",Bachelors,Clerical
8131,17539,28538,"Sanz, Jerome",Partial High School,Manual
8132,17544,28543,"Ye, Roger",Partial College,Clerical
8133,17545,28544,"Shan, Nicolas",Partial College,Clerical
8134,17549,28548,"Ortega, Krista",Partial High School,Manual
8135,17555,28554,"Sanders, Natalie",Bachelors,Skilled Manual
8136,17556,28555,"Serrano, Monique",Bachelors,Skilled Manual
8137,17557,28556,"Gonzales, Isabel",Bachelors,Skilled Manual
8138,17559,28558,"Stone, Dawn",Partial High School,Manual
8139,17564,28563,"Cai, Dennis",Partial College,Clerical
8140,17565,28564,"Deng, Alisha",Partial College,Clerical
8141,17566,28565,"Allen, James",Partial High School,Manual
8142,17567,28566,"Sun, Colin",Partial High School,Manual
8143,17569,28568,"Alonso, Daisy",Partial College,Clerical
8144,17572,28571,"Torres, Anna",Partial College,Clerical
8145,17573,28572,"Ye, Jeffery",Partial College,Clerical
8146,17574,28573,"Gill, Tyrone",Partial College,Clerical
8147,17577,28576,"Uppal, Sunil",Graduate Degree,Skilled Manual
8148,17578,28577,"Harris, Austin",Graduate Degree,Skilled Manual
8149,17579,28578,"Rogers, Zoe",Graduate Degree,Skilled Manual
8150,17580,28579,"Ross, Grace",Graduate Degree,Skilled Manual
8151,17581,28580,"Liu, Aimee",Graduate Degree,Skilled Manual
8152,17583,28582,"Hall, Olivia",Partial High School,Clerical
8153,17584,28583,"Long, Ryan",High School,Clerical
8154,17585,28584,"Smith, Rolando",High School,Clerical
8155,17586,28585,"Russell, Julian",High School,Clerical
8156,17587,28586,"Diaz, Gabriel",Partial College,Clerical
8157,17588,28587,"Harris, Xavier",Partial College,Clerical
8158,17589,28588,"Griffin, Emma",Partial College,Clerical
8159,17591,28590,"Jai, Gabriel",Partial High School,Clerical
8160,17592,28591,"Collins, Mary",Partial High School,Clerical
8161,17593,28592,"Johnson, Alyssa",Partial High School,Clerical
8162,17594,28593,"Peterson, Faith",Partial High School,Clerical
8163,17595,28594,"Cooper, Sydney",Partial High School,Clerical
8164,17596,28595,"James, Xavier",Partial High School,Clerical
8165,17597,28596,"Butler, Haley",Partial High School,Clerical
8166,17598,28597,"Harris, Brianna",Partial High School,Clerical
8167,17599,28598,"Russell, Wyatt",High School,Clerical
8168,17600,28599,"Perry, Stephanie",High School,Clerical
8169,17602,28601,"Gonzales, Christian",High School,Clerical
8170,17604,28603,"Bell, Brian",Partial High School,Clerical
8171,17605,28604,"James, Allison",Partial High School,Clerical
8172,17606,28605,"Coleman, Caleb",Partial High School,Clerical
8173,17607,28606,"Wilson, Joshua",Partial High School,Clerical
8174,17608,28607,"Sharma, Hunter",Partial High School,Clerical
8175,17610,28609,"Harris, Jose",High School,Skilled Manual
8176,17611,28610,"Bailey, Jacqueline",High School,Skilled Manual
8177,17612,28611,"Alexander, Christian",High School,Skilled Manual
8178,17613,28612,"Roberts, Gabriel",High School,Skilled Manual
8179,17614,28613,"Campbell, James",High School,Skilled Manual
8180,17615,28614,"Jenkins, Luis",Partial High School,Clerical
8181,17616,28615,"Flores, Jonathan",Partial High School,Clerical
8182,17617,28616,"Harris, Sarah",High School,Skilled Manual
8183,17618,28617,"Davis, Noah",High School,Skilled Manual
8184,17619,28618,"Bailey, Katelyn",High School,Skilled Manual
8185,17620,28619,"Bailey, Brianna",High School,Skilled Manual
8186,17622,28621,"Liu, Kristen",Partial College,Clerical
8187,17623,28622,"Cooper, Julia",Partial College,Clerical
8188,17624,28623,"Turner, Marcus",Partial College,Clerical
8189,17626,28625,"Griffin, Logan",Partial College,Clerical
8190,17628,28627,"Collins, Edward",Partial College,Clerical
8191,17629,28628,"Phillips, Courtney",Partial College,Clerical
8192,17630,28629,"Madan, Cynthia",Partial College,Clerical
8193,17633,28632,"Nath, Kathryn",Graduate Degree,Skilled Manual
8194,17634,28633,"Howard, Christina",Graduate Degree,Skilled Manual
8195,17635,28634,"Mitchell, Nathan",Graduate Degree,Skilled Manual
8196,17636,28635,"Gonzalez, Levi",Graduate Degree,Skilled Manual
8197,17637,28636,"Bryant, Victoria",Graduate Degree,Skilled Manual
8198,17638,28637,"Lee, Brandon",Graduate Degree,Skilled Manual
8199,17639,28638,"Thompson, Alexandra",Graduate Degree,Skilled Manual
8200,17640,28639,"Morgan, Jacqueline",Graduate Degree,Skilled Manual
8201,17642,28641,"Butler, Brittany",Graduate Degree,Skilled Manual
8202,17643,28642,"Ward, Lauren",Graduate Degree,Skilled Manual
8203,17644,28643,"Gray, Xavier",Graduate Degree,Skilled Manual
8204,17645,28644,"Chow, Martha",Graduate Degree,Skilled Manual
8205,17646,28645,"Fernandez, Martin",Graduate Degree,Skilled Manual
8206,17650,28649,"Martinez, Nathan",Graduate Degree,Skilled Manual
8207,17652,28651,"Brown, Lauren",Bachelors,Skilled Manual
8208,17654,28653,"Williams, Grace",Bachelors,Skilled Manual
8209,17655,28654,"Nelson, Miguel",Graduate Degree,Professional
8210,17656,28655,"Smith, Devin",Bachelors,Skilled Manual
8211,17658,28657,"Hayes, Ryan",Bachelors,Skilled Manual
8212,17659,28658,"Bailey, Jasmine",Bachelors,Skilled Manual
8213,17661,28660,"Anderson, Justin",Graduate Degree,Professional
8214,17662,28661,"Ward, Dalton",Graduate Degree,Professional
8215,17663,28662,"Murphy, Isaiah",Graduate Degree,Professional
8216,17665,28664,"Sharma, Ashlee",Bachelors,Skilled Manual
8217,17666,28665,"Anand, Donna",Bachelors,Skilled Manual
8218,17667,28666,"Zhu, Kelvin",Bachelors,Skilled Manual
8219,17668,28667,"Williams, Devin",Bachelors,Skilled Manual
8220,17671,28670,"Gonzales, Julia",Graduate Degree,Professional
8221,17672,28671,"Russell, Gabrielle",Graduate Degree,Professional
8222,17673,28672,"Johnson, Blake",Graduate Degree,Professional
8223,17674,28673,"Reed, Arianna",Graduate Degree,Professional
8224,17675,28674,"Yang, Nathan",Graduate Degree,Professional
8225,17676,28675,"Mitchell, Angel",Bachelors,Skilled Manual
8226,17677,28676,"Bailey, Alex",Bachelors,Skilled Manual
8227,17678,28677,"Tang, Damien",Bachelors,Skilled Manual
8228,17679,28678,"Adams, Ben",Bachelors,Skilled Manual
8229,17680,28679,"Bryant, Julian",Graduate Degree,Professional
8230,17681,28680,"Brown, Hannah",Graduate Degree,Professional
8231,17682,28681,"Johnson, Victoria",Graduate Degree,Professional
8232,17683,28682,"Perry, Cassidy",Graduate Degree,Professional
8233,17685,28684,"Saunders, Kristi",High School,Manual
8234,17687,28686,"Jai, Sheena",High School,Manual
8235,17688,28687,"Gutierrez, Javier",High School,Manual
8236,17689,28688,"Ye, Margaret",Bachelors,Clerical
8237,17692,28691,"Andersen, Alejandro",Bachelors,Clerical
8238,17699,28698,"Madan, Kristina",Partial College,Manual
8239,17700,28699,"Lu, Leah",Bachelors,Clerical
8240,17701,28700,"Garcia, Summer",Graduate Degree,Clerical
8241,17702,28701,"Gill, Felicia",Graduate Degree,Clerical
8242,17703,28702,"Martin, Danny",Graduate Degree,Skilled Manual
8243,17706,28705,"Powell, Ashley",Partial College,Manual
8244,17707,28706,"Ashe, Reginald",Partial College,Manual
8245,17711,28710,"Vazquez, Tyrone",High School,Manual
8246,17727,28726,"Liang, Kelli",Partial High School,Manual
8247,17742,28741,"Dominguez, Bruce",Bachelors,Skilled Manual
8248,17745,28744,"Xu, Jenny",High School,Manual
8249,17753,28752,"Subram, Andre",Partial College,Clerical
8250,17755,28754,"Nara, Chad",Partial High School,Manual
8251,17761,28760,"Hall, Lucas",Partial College,Clerical
8252,17762,28761,"Campbell, Robert",Partial College,Clerical
8253,17763,28762,"Henderson, Aaron",Partial College,Clerical
8254,17764,28763,"Pal, Mohamed",Partial College,Clerical
8255,17765,28764,"Rubio, Frank",Partial College,Clerical
8256,17766,28765,"Gonzales, Abigail",Graduate Degree,Skilled Manual
8257,17769,28768,"Rodriguez, Emmanuel",Graduate Degree,Skilled Manual
8258,17770,28769,"Foster, Brianna",Graduate Degree,Skilled Manual
8259,17771,28770,"James, Sebastian",Graduate Degree,Skilled Manual
8260,17773,28772,"Hughes, Eric",High School,Clerical
8261,17774,28773,"Malhotra, Gerald",High School,Clerical
8262,17775,28774,"Rowe, Latasha",High School,Clerical
8263,17776,28775,"Anderson, Morgan",Partial College,Clerical
8264,17777,28776,"Morris, Abigail",Partial High School,Clerical
8265,17778,28777,"Wood, Brittany",Partial High School,Clerical
8266,17781,28780,"Griffin, Melissa",Partial High School,Clerical
8267,17782,28781,"Collins, Alex",Partial High School,Clerical
8268,17783,28782,"Howard, Cody",High School,Skilled Manual
8269,17784,28783,"Rivera, Makayla",Partial High School,Clerical
8270,17785,28784,"Gomez, Briana",Partial High School,Clerical
8271,17786,28785,"Foster, Jose",Partial High School,Clerical
8272,17787,28786,"Prasad, Erick",Partial High School,Clerical
8273,17788,28787,"Wood, Gabrielle",Partial High School,Clerical
8274,17789,28788,"Martinez, Dominique",High School,Skilled Manual
8275,17790,28789,"Zhang, Elijah",High School,Skilled Manual
8276,17791,28790,"Howard, Seth",High School,Skilled Manual
8277,17792,28791,"Johnston, Richard",Partial College,Clerical
8278,17793,28792,"Stone, Henry",Partial College,Clerical
8279,17794,28793,"Jackson, Alexander",Partial College,Clerical
8280,17795,28794,"Cooper, Juan",Partial College,Clerical
8281,17796,28795,"Allen, Jesse",Partial College,Clerical
8282,17797,28796,"Coleman, Cameron",Partial College,Clerical
8283,17798,28797,"Wood, Alexandra",Partial College,Clerical
8284,17800,28799,"Nelson, Amber",Partial College,Clerical
8285,17801,28800,"Sanchez, Mason",Partial College,Clerical
8286,17802,28801,"Hall, Katelyn",Graduate Degree,Skilled Manual
8287,17804,28803,"Edwards, Gabriella",Graduate Degree,Skilled Manual
8288,17805,28804,"Allen, Wyatt",Graduate Degree,Skilled Manual
8289,17806,28805,"Bennett, Marissa",Graduate Degree,Skilled Manual
8290,17807,28806,"Hernandez, Randall",Graduate Degree,Skilled Manual
8291,17816,28815,"James, Lauren",Graduate Degree,Skilled Manual
8292,17817,28816,"Cox, Jessica",Graduate Degree,Skilled Manual
8293,17821,28820,"Alvarez, Naomi",Bachelors,Skilled Manual
8294,17822,28821,"Jackson, Blake",Bachelors,Skilled Manual
8295,17823,28822,"Alexander, Amanda",Bachelors,Skilled Manual
8296,17824,28823,"Brown, Xavier",Graduate Degree,Skilled Manual
8297,17825,28824,"Gonzales, Brandon",Graduate Degree,Skilled Manual
8298,17826,28825,"Hernandez, Caleb",Graduate Degree,Skilled Manual
8299,17827,28826,"Sharma, Jack",Graduate Degree,Skilled Manual
8300,17828,28827,"Robinson, Joshua",Graduate Degree,Professional
8301,17829,28828,"Murphy, Andrea",Graduate Degree,Professional
8302,17830,28829,"Bryant, Robert",Bachelors,Skilled Manual
8303,17831,28830,"Smith, Matthew",Bachelors,Skilled Manual
8304,17832,28831,"Harris, Elizabeth",Bachelors,Skilled Manual
8305,17834,28833,"Harris, Abigail",Bachelors,Skilled Manual
8306,17836,28835,"Phillips, Elijah",Bachelors,Skilled Manual
8307,17839,28838,"Ross, Jasmine",Graduate Degree,Professional
8308,17840,28839,"Parker, Connor",Graduate Degree,Professional
8309,17841,28840,"Harrison, Valerie",Graduate Degree,Professional
8310,17842,28841,"Gonzales, Samuel",Graduate Degree,Professional
8311,17843,28842,"Bailey, Nicole",Graduate Degree,Professional
8312,17857,28856,"Wang, Luke",Bachelors,Skilled Manual
8313,17858,28857,"Johnson, Matthew",Bachelors,Skilled Manual
8314,17859,28858,"Hughes, Aidan",Bachelors,Skilled Manual
8315,17860,28859,"Cai, Micah",Bachelors,Skilled Manual
8316,17861,28860,"Anderson, Ian",Graduate Degree,Professional
8317,17862,28861,"Walker, Alexandra",High School,Skilled Manual
8318,17863,28862,"Ramirez, Catherine",High School,Skilled Manual
8319,17864,28863,"Bell, Allison",Partial College,Skilled Manual
8320,17865,28864,"Murphy, Natalie",Partial College,Skilled Manual
8321,17866,28865,"Reed, Alex",Partial College,Skilled Manual
8322,17867,28866,"Adams, Aaron",Partial College,Skilled Manual
8323,17868,28867,"Martinez, Natalie",Partial College,Skilled Manual
8324,17869,28868,"Chen, Jason",Partial College,Skilled Manual
8325,17870,28869,"Howard, Isabella",Partial College,Skilled Manual
8326,17871,28870,"Watson, Brian",Partial College,Skilled Manual
8327,17872,28871,"West, Jasmine",Partial College,Skilled Manual
8328,17874,28873,"Deng, Roger",Partial College,Professional
8329,17875,28874,"Brooks, Alexa",Partial College,Professional
8330,17877,28876,"Garcia, Austin",Partial College,Professional
8331,17888,28887,"Serrano, Casey",Partial High School,Professional
8332,17890,28889,"Beck, Alison",Bachelors,Management
8333,17891,28890,"Ma, Jaclyn",Partial College,Professional
8334,17896,28895,"Luo, Mitchell",Bachelors,Management
8335,17901,28900,"Price, Jasmine",Bachelors,Management
8336,17902,28901,"Hee, Martha",Bachelors,Management
8337,17903,28902,"She, Suzanne",Bachelors,Management
8338,17921,28920,"Alvarez, Renée",High School,Management
8339,17966,28965,"Morris, Trinity",High School,Professional
8340,17967,28966,"Li, Martha",High School,Professional
8341,17968,28967,"Morris, Jessica",High School,Professional
8342,17969,28968,"Morgan, Marcus",High School,Professional
8343,17970,28969,"Flores, Eduardo",High School,Professional
8344,17971,28970,"Peterson, Danielle",Graduate Degree,Management
8345,17972,28971,"Shan, Jason",Graduate Degree,Management
8346,17973,28972,"Bennett, Taylor",Graduate Degree,Management
8347,17974,28973,"Cooper, Bryan",Graduate Degree,Management
8348,17975,28974,"Hayes, Kelly",Graduate Degree,Management
8349,17976,28975,"Gill, Walter",High School,Professional
8350,17978,28977,"Nelson, Carlos",Bachelors,Management
8351,17979,28978,"Watson, Alexandria",Bachelors,Management
8352,17980,28979,"Williams, Matthew",Bachelors,Management
8353,17981,28980,"Watson, Alyssa",Bachelors,Management
8354,17982,28981,"Jai, Luke",Graduate Degree,Management
8355,17983,28982,"Watson, Sydney",Bachelors,Management
8356,17984,28983,"Lopez, Sean",Bachelors,Management
8357,17985,28984,"Cox, Katherine",Bachelors,Management
8358,17986,28985,"Taylor, Andrew",Bachelors,Management
8359,17988,28987,"Harris, Jessica",Bachelors,Management
8360,17989,28988,"Perez, Harold",Partial High School,Clerical
8361,17990,28989,"Cox, Angela",Partial High School,Clerical
8362,17991,28990,"Raman, Ann",Partial High School,Clerical
8363,17992,28991,"Ward, Timothy",High School,Professional
8364,17994,28993,"Perry, Destiny",Partial High School,Clerical
8365,17995,28994,"Hayes, Noah",High School,Professional
8366,17996,28995,"Wright, Alexandra",High School,Professional
8367,17998,28997,"Carlson, Hector",High School,Professional
8368,17999,28998,"Rodriguez, Kristina",High School,Professional
8369,18000,28999,"Martinez, Edward",Bachelors,Management
8370,18001,29000,"Baker, Nathan",Bachelors,Management
8371,18003,29002,"Walker, Hannah",Partial College,Professional
8372,18004,29003,"Perez, Veronica",Partial College,Professional
8373,18005,29004,"Thomas, Andrew",Bachelors,Management
8374,18007,29006,"Kumar, Christian",Partial College,Professional
8375,18008,29007,"Perry, Elijah",Partial College,Professional
8376,18009,29008,"Luo, Andres",Bachelors,Management
8377,18010,29009,"Arun, Stanley",Bachelors,Management
8378,18011,29010,"Long, Jennifer",Bachelors,Management
8379,18012,29011,"Roberts, Allison",Partial College,Professional
8380,18015,29014,"Powell, Ryan",Partial College,Professional
8381,18016,29015,"Murphy, Trinity",Partial College,Professional
8382,18017,29016,"Perez, Jackson",Partial College,Professional
8383,18018,29017,"Long, Gabriel",High School,Professional
8384,18019,29018,"Luo, Drew",Partial College,Professional
8385,18020,29019,"Morris, Isaiah",Partial College,Professional
8386,18021,29020,"Young, Jackson",Bachelors,Management
8387,18023,29022,"Diaz, Sydney",High School,Professional
8388,18024,29023,"Campbell, Dalton",Partial College,Professional
8389,18025,29024,"Blanco, Deanna",Partial College,Professional
8390,18026,29025,"Hayes, Miguel",Partial College,Professional
8391,18027,29026,"Mitchell, Sydney",Partial High School,Skilled Manual
8392,18029,29028,"Parker, Samuel",Partial High School,Skilled Manual
8393,18030,29029,"Bennett, Marcus",Partial High School,Skilled Manual
8394,18031,29030,"Adams, Jeremy",Partial High School,Skilled Manual
8395,18032,29031,"Chen, Brandon",Partial High School,Skilled Manual
8396,18033,29032,"Ramirez, Taylor",Partial High School,Skilled Manual
8397,18034,29033,"Cooper, Natalie",High School,Professional
8398,18035,29034,"Patterson, Jonathan",High School,Professional
8399,18036,29035,"Scott, Elijah",Partial High School,Skilled Manual
8400,18037,29036,"Baker, Rebecca",Partial High School,Skilled Manual
8401,18039,29038,"Hughes, Vanessa",Graduate Degree,Professional
8402,18040,29039,"Hayes, Xavier",Graduate Degree,Professional
8403,18041,29040,"Liu, Colleen",Graduate Degree,Professional
8404,18045,29044,"Wilson, Olivia",Bachelors,Management
8405,18046,29045,"Jones, Anna",Graduate Degree,Management
8406,18047,29046,"Richardson, Gabriella",Bachelors,Management
